,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-06-30,627.9200000000001,101.61000000000001,0.2828950758362768,1.33,236.96000000000004,127.11000000000001,147.22000000000003,27.0,0.0,500.80999999999995,120.07,293.92,251.7,313.43,1198.26,1143.12,2530.22,105.71,0.0,237.96,41.5,279.46,360.0,2250.76,19.430000000000007,0.6599999999999966,-478.8,20.11,23.861320244070463,4.32,0.12,0.67,1.33,1.99,16.061684604196966,20.216442135881987,18.054617078745064,18.257288177851652,22.175596093912322,18.4,18.14,5.04,3.72,6,2013,477.7082089552239,359.17910447761193,240.65
2013-09-30,678.46,117.91999999999999,0.3288618679755696,-0.002259277003720004,262.89,147.47999999999996,170.88,25.5,0.0,530.98,141.01,258.12,276.36,327.86,1276.01,1139.55,2614.7,90.22,0.0,202.75,43.05,245.8,360.0,2368.9,49.22000000000003,-85.00999999999999,0.0,23.4,19.385038585481684,3.88,0.1,1.0,1.33,1.33,18.034784839780237,22.691468890314304,19.915874724600496,20.034264997071702,24.454168502663357,18.11,17.88,6.29,4.68,9,2013,-0.8101089552238818,358.57,358.57
2013-12-31,705.3400000000001,141.74,0.39379304831004774,0.005044754252363761,248.83999999999992,178.04000000000002,202.14999999999998,23.9,0.0,527.3000000000002,123.26999999999998,543.86,278.17,322.09,1393.29,1131.71,2761.15,70.1,0.0,210.0,40.29,250.29,360.0,2510.86,198.09999999999997,87.63999999999999,0.0,24.110000000000007,15.169198708903625,3.43,0.1,1.39,1.33,0.96,20.533899382382923,25.92801423117667,22.585022885810798,22.834330714956725,27.831819471927407,19.02,18.46,6.63,5.1,12,2013,1.8157848920864126,359.9352517985612,500.31
2014-03-31,698.5,107.94,0.3,0.0,254.35,135.08,156.92,26.75,0.0,563.42,126.78,706.2,256.58,385.72,1576.32,1139.58,2930.75,111.92,0.0,274.35,32.64,306.99,360.0,2623.75,111.28,51.05,0.0,21.84,22.2925,3.67,0.12,0.3,0.0,0.0,14.72,18.36,16.44,16.44,20.36,15.64,15.45,5.75,4.34,3,2014,0.0,359.8,107.94
2014-06-30,685.69,90.82,0.2513131414771584,1.35,242.88000000000002,113.36999999999998,135.88000000000002,26.5,0.0,572.32,101.24000000000001,217.5,276.11,378.52,1117.6,1152.65,2484.28,91.6,0.0,222.94,34.0,256.93,360.0,2227.35,3.3100000000000023,-6.0,-486.0,22.51,26.360539528738162,4.28,0.12,0.55,1.35,2.45,14.621855504125577,18.11282350573556,16.30336888710002,16.230259609579395,20.086773998792516,14.57,14.36,5.01,3.32,6,2014,487.8654545454545,361.3818181818181,198.76
2014-09-30,631.26,80.19999999999999,0.22137223974763404,0.0033682248351019485,145.27999999999997,100.35000000000002,124.22999999999996,26.5,0.0,530.9200000000001,94.25999999999996,224.92,252.78,364.02,1153.41,1157.41,2524.95,84.26,0.0,182.08,35.35,217.43,360.0,2307.52,126.85,-119.42999999999999,0.0,23.880000000000003,29.93080798004988,4.13,0.09,0.77,1.35,1.75,12.707341554344708,15.605305420131918,13.903326641812445,13.719328936048177,17.12328649268712,14.03,13.84,6.33,4.34,9,2014,1.2202597402597917,362.2857142857143,278.96
2014-12-31,664.6600000000001,89.04000000000002,0.2467956521739131,-0.005618012422360249,212.84000000000003,112.49000000000001,137.09000000000003,25.0,0.0,552.1600000000001,104.71000000000004,264.0,270.69,364.05,1271.74,1155.83,2632.08,81.88,0.0,200.68,34.73,235.41,360.0,2396.67,138.51999999999998,-99.44,0.0,24.599999999999994,25.324797843665763,3.76,0.1,1.02,1.35,1.32,13.530208695652178,16.55950434782609,14.856130434782612,14.51739130434783,18.35966086956522,13.91,13.73,6.34,4.52,12,2014,-2.026890756302521,360.78431372549016,368.0
2015-03-31,691.9,99.07,0.28,0.0,234.31,124.09,148.3,25.25,0.0,567.81,117.82,518.87,268.4,385.66,1408.0,1163.17,2775.6,102.84,0.0,243.44,36.19,279.63,360.0,2495.96,160.3,94.57,0.0,24.21,22.545000000000005,3.64,0.11,0.28,0.0,0.0,14.28,17.4,15.88,15.48,19.6,14.46,14.32,5.78,4.2,3,2015,0.0,353.8214285714285,99.07
2015-06-30,661.87,97.6,0.27294452636396,1.1,232.16000000000003,122.19999999999999,149.84999999999997,24.8,0.0,539.6700000000001,116.72,292.05,263.54,381.38,1092.38,1161.24,2457.96,97.76,0.0,222.42,37.66,260.08,360.0,2197.88,133.07999999999998,36.099999999999994,-396.0,27.65,22.71478048155738,4.06,0.12,0.55,1.1,2.0,15.880408806630395,19.790959475263133,17.766207352417755,17.647104286368027,21.87526313113337,14.66,14.53,4.91,3.2,6,2015,393.34,357.5818181818181,196.67
2015-09-30,663.1300000000001,87.41999999999999,0.2430983139146045,0.006196627829209189,232.72000000000003,111.03,140.90000000000003,24.5,0.0,552.0999999999999,104.76000000000002,272.27,271.28,398.35,1181.99,1156.44,2541.88,107.91,0.0,217.28,39.12,256.41,360.0,2285.47,85.32,-105.10999999999999,0.0,29.870000000000005,25.193407973003893,3.86,0.11,0.79,1.1,1.39,13.761210883874826,17.35537329719455,15.299807807384983,15.225955155056495,18.91858777148087,14.22,14.09,5.44,3.61,9,2015,2.2283544303797953,359.60759493670884,284.09
2015-12-31,753.5799999999999,107.75,0.2997333095140874,-0.00037134118291641934,252.18999999999994,135.19,165.52000000000004,24.0,0.0,618.3899999999999,128.39,333.05,298.45,309.07,1309.94,1137.58,2650.98,82.6,0.0,219.91,37.55,257.46,360.0,2393.52,194.56,-133.78,0.0,30.33,20.019296519721575,3.61,0.11,1.09,1.1,1.01,16.257094732543894,20.50285830951409,18.00599734585545,17.994997958350346,22.28475908534096,14.28,14.14,5.96,4.55,12,2015,-0.13349204505868784,359.48623853211006,391.84
2016-03-31,673.82,90.07,0.25,0.0,225.51,112.72,141.97,24.3,0.0,561.1,104.13,493.36,292.03,350.86,1464.39,1122.69,2792.19,117.7,0.0,268.94,39.18,308.11,360.0,2484.08,123.29,37.02,0.0,29.25,24.3,3.52,0.12,0.25,0.0,0.0,12.92,16.2,14.52,14.48,17.88,13.54,13.37,5.45,4.14,3,2016,0.0,360.28,90.07
2016-06-30,672.17,97.78,0.27067128027681664,1.15,239.13,122.16,151.67,23.8,0.0,550.0099999999999,114.83000000000001,290.9,270.07,365.58,1118.78,1107.46,2439.09,100.08,0.0,230.01,40.81,270.81,360.0,2168.28,116.27,95.26999999999998,-414.0,29.509999999999998,21.9827533749233,3.95,0.12,0.52,1.15,2.21,16.032068139472987,19.967212137343626,18.030871439978707,17.905946233697097,22.132582379558162,14.12,13.96,4.86,3.27,6,2016,415.43749999999994,361.25,187.85
2016-09-30,708.0899999999999,130.4,0.36057187745483116,0.0012647289866457474,230.26,162.82,193.08000000000004,23.9,0.0,545.2700000000002,108.95000000000002,281.97,259.57,364.82,1175.34,1138.06,2566.53,93.94,0.0,224.95,42.44,267.39,360.0,2299.14,79.23000000000002,-88.14999999999999,0.0,30.259999999999998,16.571453220858896,3.74,0.12,0.88,1.15,1.31,20.323142183817755,25.518655145326,22.68324901806756,22.748807541241163,27.8295930871956,16.04,15.49,5.22,3.6,9,2016,0.45738636363637397,361.64772727272725,318.25
2016-12-31,691.9099999999999,96.75,0.2681024096385542,-0.0024798055859801557,239.39,120.22999999999996,150.60000000000002,23.8,0.0,571.6799999999998,110.31,339.65,272.9,351.48,1275.42,1128.42,2658.49,84.85,0.0,226.97,38.12,265.09,360.0,2393.41,145.77999999999997,-88.11,0.0,30.370000000000005,22.197674418604652,3.58,0.11,1.15,1.15,1.0,14.55679518072289,18.193662650602413,16.170072289156625,16.170072289156625,19.86289156626506,15.56,15.11,5.62,4.07,12,2016,-0.8948863636363171,360.8695652173913,415.0
2017-03-31,739.42,112.73,0.31,0.0,260.87,140.86,170.61,24.8,0.0,598.57,132.79,570.62,292.89,383.85,1430.58,1136.63,2803.41,104.9,0.0,257.5,39.73,297.22,360.0,2506.18,114.3,116.66,0.0,29.75,20.0,3.56,0.12,0.31,0.0,0.0,16.08,20.12,18.0,18.08,22.12,15.41,15.25,5.56,4.06,3,2017,0.0,363.6451612903226,112.73
2017-06-30,621.9499999999999,72.92,0.2042467007810396,1.15,41.20999999999998,91.41,122.00999999999999,23.6,0.0,530.5299999999999,85.99000000000001,236.09,249.1,487.51,1031.92,1147.18,2434.99,98.43,0.0,228.56,41.34,269.9,360.0,2165.08,41.89999999999999,37.58000000000001,-414.0,30.6,28.883697888096545,3.92,0.12,0.52,1.15,2.21,11.971998922704012,14.972854295717747,13.464570966873149,13.464570966873149,16.543982763264207,13.77,13.64,4.51,2.38,6,2017,410.57211538461536,357.0192307692308,185.65
2017-09-30,687.6100000000001,62.79999999999998,0.17440933789494864,0.009751420344598067,396.42,77.30999999999997,108.23000000000002,23.5,0.0,610.2900000000002,69.82000000000002,253.99,293.33,493.35,1126.36,1155.61,2543.44,123.86,0.0,272.57,42.94,315.51,360.0,2227.93,68.97,-51.07000000000001,0.0,30.919999999999995,33.687129777070076,3.8,0.14,0.69,1.15,1.67,9.8781404709197,12.254151740792912,11.27341517407929,11.101533507748035,13.780865365264638,12.25,12.13,4.13,2.32,9,2017,3.511217948717956,360.07246376811594,248.45
