,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-06-30,340.90999999999997,43.09,0.2850210463018641,0.6,64.32,53.88000000000001,66.42,25.0,0.0,287.03000000000003,41.32,197.2,59.45,31.4,357.22,737.44,1225.87,59.41,0.0,138.18,48.06,186.24,149.91,1039.64,22.689999999999998,-9.71,-74.73,12.54,21.926012415873753,3.6,0.18,0.55,0.6,1.09,14.054128683102826,18.75956704750451,16.58304269392664,17.660940469031868,19.754549609140106,12.66,12.42,0.0,2.59,2.36,6,2013,90.7090909090909,151.1818181818182,83.15
2013-09-30,377.0300000000001,62.109999999999985,0.4147507916838771,-0.0057264090721339395,98.27000000000001,77.66,90.69999999999999,21.0,0.0,299.37,77.57000000000001,246.09,60.18,32.11,408.61,752.89,1271.49,64.1,0.0,142.77,43.51,186.28,149.91,1085.22,81.53000000000002,-32.64,0.0,13.040000000000003,12.65850507164708,2.9,0.17,0.97,0.6,0.62,19.531769241360315,25.65468814539446,22.901084951122122,24.132509982101055,27.4847225664326,14.13,13.88,0.0,2.86,2.64,9,2013,-0.8575445173383258,149.75257731958763,145.26
2013-12-31,349.03999999999996,45.24000000000001,0.30160000000000003,0.000989690721649481,75.72999999999999,55.91999999999999,69.50999999999999,19.4,0.0,293.11,56.68000000000001,266.08,58.46,31.23,444.8,754.96,1304.99,61.67,0.0,136.9,42.16,179.07,149.91,1125.92,86.63999999999999,-66.65,0.0,13.589999999999996,16.085543766578244,2.58,0.16,1.27,0.6,0.47,13.86885039370079,18.124497637795276,16.072667716535438,16.889600000000005,19.292900787401578,13.9,13.65,0.0,3.25,3.02,12,2013,0.14845360824742215,150.0,190.5
2014-03-31,377.27,45.2,0.3,0.0,84.53,56.19,69.08,20.5,0.09,321.08,67.66,371.88,69.81,32.04,534.88,753.46,1403.65,69.4,0.0,179.34,46.37,225.71,149.91,1177.94,64.54,41.27,0.0,12.89,17.0825,2.61,0.19,0.3,0.0,0.0,12.88,16.8,15.359999999999998,16.04,18.36,12.23,11.98,0.0,2.98,2.8,3,2014,0.0,150.66666666666669,45.2
2014-06-30,362.15999999999997,36.2,0.2401474201474202,0.64,53.43000000000001,45.269999999999996,58.129999999999995,32.75,0.0,316.90000000000003,31.11,302.24,60.93,31.98,477.88,754.18,1373.3,66.38,0.0,185.78,51.18,236.95,149.91,1136.35,35.86999999999999,-9.870000000000005,-95.65,12.86,34.09468232044198,4.32,0.21,0.54,0.64,1.19,10.548697788697787,13.892972972972974,12.736707616707617,13.305945945945949,15.191547911547909,11.24,11.01,0.0,2.57,2.4,6,2014,96.47407407407407,150.74074074074073,81.4
2014-09-30,404.9900000000001,60.620000000000005,0.40549922546120265,-0.00533425130524119,93.17999999999998,75.83,89.07000000000001,31.0,0.0,329.15,74.79,172.22,63.51,34.16,545.98,752.11,1445.51,71.26,0.0,190.61,47.79,238.4,149.91,1207.11,84.58000000000001,-214.6,0.0,13.240000000000002,19.111318871659517,3.85,0.2,0.95,0.64,0.67,16.766325869595832,22.28111533586819,20.095687931277283,21.154254330376006,24.12506970849176,12.66,12.41,0.0,2.86,2.69,9,2014,-0.7974424951266883,149.49473684210528,142.02
2014-12-31,380.0899999999999,39.66999999999999,0.26419010402333637,0.0028228069209845206,70.41000000000003,48.91,62.42999999999998,28.5,0.0,331.17999999999995,51.41999999999999,166.87,63.39,33.42,564.68,750.75,1454.12,66.38,0.0,167.49,46.78,214.27,149.91,1239.85,26.17999999999998,-31.53,0.0,13.519999999999996,26.96495777665743,3.45,0.17,1.21,0.64,0.53,10.908212890087508,14.323033738785838,12.794661236171498,13.41474379437503,15.353593483405795,12.16,11.92,0.0,3.37,3.17,12,2014,0.4238642888212212,150.15702479338844,181.69
2015-03-31,396.38,54.57,0.36,0.0,86.35,67.85,81.56,29.0,0.0,328.53,65.62,226.52,66.73,31.91,625.78,760.94,1541.07,64.34,0.0,182.18,51.14,233.32,149.91,1307.75,70.56,-10.91,0.0,13.71,20.14,3.32,0.18,0.36,0.0,0.0,14.16,18.44,16.68,17.56,19.96,14.1,13.77,0.0,3.43,3.26,3,2015,0.0,151.58333333333334,54.57
2015-06-30,378.75,37.38999999999999,0.2480197912135711,0.65,64.69,46.760000000000005,60.96000000000001,34.25,0.0,331.99,45.92999999999999,212.58,63.18,32.34,550.39,769.81,1483.82,70.12,0.0,184.49,51.88,236.36,149.91,1247.46,42.94,40.269999999999996,-97.15,14.2,34.52496656860123,4.12,0.19,0.61,0.65,1.07,10.08342757720748,13.043401478903869,11.98626794258373,12.555493692909959,14.344488908220963,12.14,11.86,0.0,2.98,2.81,6,2015,97.99016393442622,150.75409836065572,91.96
2015-09-30,377.35,29.340000000000003,0.19592250618301738,-0.004344870460719293,62.58000000000001,36.7,51.44,35.25,0.0,340.65,37.209999999999994,198.94,59.9,33.24,570.35,781.65,1508.42,65.94,0.0,186.67,50.28,236.95,149.91,1271.47,41.74000000000001,-55.379999999999995,0.0,14.739999999999998,44.98104976141786,4.16,0.19,0.81,0.65,0.8,7.778849134377576,9.90738994229184,9.230126957955482,9.472006595218467,11.078087386644683,10.75,10.53,0.0,3.06,2.88,9,2015,-0.6506577615867286,149.75308641975306,121.3
2015-12-31,378.80999999999995,38.91000000000001,0.25986954622058556,-0.00010468513162891055,74.85000000000002,47.94999999999999,63.18999999999997,35.5,0.0,330.86,51.18000000000001,199.85,64.71,34.58,585.79,781.66,1551.71,66.72,0.0,166.36,55.77,222.13,149.91,1329.58,67.57,-66.66000000000001,0.0,15.240000000000002,34.154252120277555,4.0,0.17,1.07,0.65,0.61,10.025621371949319,12.881757693027904,11.706273016665628,12.114292491105429,13.969809624867366,10.68,10.46,0.0,3.52,3.31,12,2015,-0.015674397138567997,149.7289719626168,160.21
2016-03-31,411.78,58.79,0.39000000000000007,0.0,103.48,73.07,88.31,37.0,0.07,338.71,86.35,253.9,62.14,33.42,655.94,797.1,1648.12,65.56,0.0,195.6,57.76,253.36,149.91,1394.77,80.25,-26.2,0.0,15.24,23.7175,3.98,0.18,0.39,0.0,0.0,14.28,18.32,16.88,17.4,20.12,14.62,14.28,0.0,3.35,3.18,3,2016,0.0,150.74358974358972,58.79
2016-06-30,368.58000000000004,31.559999999999995,0.209584947426674,0.55,45.83999999999999,39.480000000000004,54.91999999999999,38.75,0.0,329.09,24.320000000000007,152.88,60.05,33.06,576.62,808.8,1587.32,61.94,0.0,181.81,59.26,241.07,149.91,1346.24,18.819999999999993,-37.620000000000005,-82.22,15.44,46.219922370088725,4.31,0.18,0.6,0.55,0.92,7.950255672385168,10.241717764250138,9.375433314886552,9.73871389042612,11.191836192584393,11.84,11.58,0.0,3.17,2.99,6,2016,82.82083333333334,150.58333333333334,90.35
2016-09-30,429.94999999999993,57.900000000000006,0.3866509274873525,-0.0030699831365936154,90.47,72.23,87.93,37.0,0.0,357.73,70.96999999999998,230.22,70.49,28.24,651.61,803.99,1647.32,66.3,0.0,196.69,57.16,253.85,149.91,1393.47,90.67000000000002,-13.339999999999996,0.0,15.700000000000003,23.920995250431776,3.98,0.18,0.99,0.55,0.56,14.060033726812817,18.293666104553125,16.62208431703204,17.387575042158517,19.90275885328837,12.51,12.25,0.0,3.31,3.17,9,2016,-0.4597222222222257,149.74747474747474,148.25
2016-12-31,409.85000000000014,34.28999999999999,0.22917607099813736,-0.0004577383343681032,60.52000000000001,42.02000000000001,57.59,35.75,0.0,367.8299999999999,40.25,192.83,62.66,35.36,706.16,804.41,1712.71,74.76,0.0,219.56,59.47,279.03,149.91,1433.68,77.39999999999998,-114.78,0.0,15.57,38.99403616214641,3.74,0.19,1.22,0.55,0.45,8.009891530623424,10.444417661882326,9.565283225594388,9.925953763558672,11.413719732661333,11.51,11.27,0.0,3.22,3.06,12,2016,-0.06848816029143734,149.62295081967213,182.54
2017-03-31,380.84,30.54,0.2,0.0,57.13,38.1,52.98,35.0,0.0,342.74,37.87,239.33,67.89,44.62,727.09,800.5,1717.36,67.54,0.0,204.8,57.94,262.74,149.91,1454.62,6.37,40.13,0.0,14.88,43.75,3.61,0.18,0.2,0.0,0.0,7.12,9.04,8.4,8.56,10.08,8.26,8.02,0.0,3.55,3.33,3,2017,0.0,152.7,30.54
2017-06-30,369.01000000000005,12.310000000000002,0.08043873978996502,0.63,35.10999999999999,15.100000000000001,29.979999999999997,31.25,0.0,353.91999999999996,14.64,224.29,72.91,37.27,648.41,797.5,1624.57,65.19,0.0,206.02,56.46,262.48,149.91,1362.09,19.599999999999998,59.54,-94.18,14.88,97.12608651502842,3.44,0.19,0.28,0.63,2.25,3.0336896149358235,3.8036032672112023,3.619743290548425,3.631234539089849,4.30921820303384,5.86,5.71,0.0,3.15,2.97,6,2017,96.4125,153.03571428571428,42.85
2017-09-30,430.7199999999999,43.32,0.28655448531971683,-0.007752408030637027,109.28000000000002,54.17,69.03000000000002,25.25,0.33,376.5400000000001,98.52000000000001,406.91,81.5,39.35,725.9,790.32,1704.66,78.93,0.0,232.57,59.75,292.32,149.91,1412.34,92.55,90.05999999999999,0.0,14.859999999999996,22.029841874422896,2.68,0.21,0.57,0.63,1.11,10.155088777996983,12.889924567714981,12.26654288035279,12.346979227109202,14.659524196356038,7.48,7.3,0.0,3.12,2.95,9,2017,-1.1719736842105135,151.17543859649123,86.17
