,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-12-31,26.94999999999999,14.800000000000004,0.2473325620259674,-0.0025404171181261774,-108.54,19.120000000000005,20.519999999999996,15.5,7.829999999999984,-138.07999999999998,145.26,318.39,770.36,93.81,1198.68,0.0,264.21,0.0,300.29,39.5,339.79,60.0,857.4,-8.289999999999992,-4.699999999999999,0.0,1.4000000000000004,15.663121621621618,1.08,0.4,1.3,1.0,0.77,4.939041007841626,6.149068003599435,6.902481038693921,6.993803830826585,8.249492222650728,33.37,19.1,2.57,2.57,12,2013,-0.1520146520146426,59.838461538461544,77.79
2014-03-31,69.71,2.94,0.05,0.0,31.53,4.69,6.07,15.2,65.02,-0.49,35.15,361.19,801.65,92.52,1231.45,0.0,296.36,0.0,328.34,37.05,365.39,60.0,864.49,-12.73,-97.37,0.0,1.38,76.0,1.05,0.42,0.05,0.0,0.0,0.9599999999999999,1.48,1.36,1.36,2.08,4.56,4.22,2.44,2.44,3,2014,0.0,58.8,2.94
2014-06-30,111.24,11.31,0.19842105263157894,1.0,39.5,12.889999999999997,14.329999999999998,14.5,98.36,6.0200000000000005,104.69,351.58,678.14,93.15,1092.96,0.0,282.32,0.0,310.52,37.27,347.79,60.0,743.64,1.17,202.03,-133.66,1.44,18.26923076923077,1.17,0.47,0.25,1.0,4.0,4.127157894736842,4.762105263157895,6.095494736842105,5.778021052631579,7.143157894736842,8.44,7.88,2.18,2.18,6,2014,57.0,57.0,14.25
2014-09-30,98.07999999999998,19.17,0.3384290843806104,-0.006283662477558284,49.11,23.630000000000003,25.07,13.9,74.44,15.95,118.75,372.64,707.6,91.98,1097.06,0.0,263.92,0.0,294.5,37.62,332.12,60.0,763.44,-23.93,37.97999999999999,0.0,1.44,10.268325508607198,1.09,0.44,0.59,1.0,1.69,6.99802513464991,8.09935368043088,10.049622980251348,9.544847396768402,11.770448833034111,12.89,11.98,2.4,2.4,9,2014,-0.3559322033898269,56.64406779661017,33.42
2014-12-31,87.41000000000003,12.89,0.2310235370330382,-0.015214344011799575,44.510000000000005,16.28,17.72,13.0,71.13,12.010000000000002,89.78,258.82,656.11,91.75,1065.38,0.0,232.98,0.0,258.29,36.51,294.8,60.0,769.12,88.02000000000001,-117.00999999999999,0.0,1.4400000000000004,14.06544996121024,1.01,0.38,0.83,1.0,1.2,4.843144029367307,5.655901533146189,6.70246599006694,6.3350550637011445,7.927169077952927,13.52,12.64,2.54,2.54,12,2014,-0.8488870737186005,55.79518072289157,46.31
2015-03-31,94.22,13.04,0.24000000000000002,0.0,44.97,16.35,17.71,13.8,77.87,11.26,96.09,352.18,699.3,92.12,1114.88,0.0,258.93,0.0,293.75,36.88,330.63,60.0,782.85,-52.75,59.09,0.0,1.36,14.375,1.06,0.42,0.24,0.0,0.0,4.68,5.56,6.68,6.32,7.96,14.64,13.84,2.38,2.38,3,2015,0.0,54.33333333333333,13.04
2015-06-30,95.36000000000001,16.48,0.3014634146341464,0.8,-32.01,20.32,21.71,13.4,75.03999999999999,-66.55,121.78,346.89,688.62,90.83,1093.3,0.0,266.63,0.0,298.95,37.25,336.2,60.0,755.68,28.32,40.72,-43.36,1.39,11.110303398058251,1.06,0.44,0.54,0.8,1.48,6.029268292682928,7.480758807588076,8.731273712737128,8.798265582655826,10.316747967479676,30.24,15.57,2.3,2.3,6,2015,43.733333333333334,54.666666666666664,29.52
2015-09-30,225.31999999999996,79.45,1.46549050197302,-0.006680737817747807,10.41,113.26,114.67,12.7,112.06000000000003,-35.61000000000001,147.87,361.1,800.73,89.92,1207.45,0.0,283.75,0.0,341.22,37.62,378.84,60.0,827.19,28.1,-2.030000000000001,0.0,1.4100000000000001,2.167056010069226,0.92,0.46,2.01,0.8,0.4,26.305919060291824,37.94235110580894,38.40897494723318,39.95466642195099,50.48286684408553,62.6,26.26,2.35,2.35,9,2015,-0.36218905472635754,54.213930348258714,108.97
2015-12-31,74.06,7.680000000000007,0.14155165023574806,0.0006175722331334686,167.59,9.389999999999986,10.819999999999993,15.0,64.67999999999995,132.07,85.1,310.54,772.1,92.86,1198.1,0.0,272.26,0.0,331.3,33.16,364.46,60.0,832.33,-48.39,-14.39,0.0,1.4299999999999997,26.504459635416648,1.08,0.44,2.15,0.8,0.37,2.565047578225463,3.7079948564080616,3.6895602228889874,3.8370372910415806,4.840408058294046,31.46,23.86,2.33,2.33,12,2015,0.033506884183729824,54.25581395348838,116.65
2016-03-31,125.57,15.14,0.28,0.0,11.33,19.75,21.33,15.8,105.83,-27.8,79.1,393.42,834.58,93.16,1254.05,0.0,300.87,0.0,363.01,36.1,399.11,60.0,853.69,-17.86,7.02,4.87,1.58,14.107499999999998,1.11,0.47,0.28,0.0,0.0,4.84,6.68,7.08,7.4,8.88,19.61,12.06,2.3,2.3,3,2016,0.0,54.07142857142857,15.14
2016-06-30,139.01999999999998,23.299999999999997,0.43035900104058267,1.0,13.51,29.03,30.65,14.9,109.98,-23.970000000000002,129.45,403.46,783.4,92.17,1212.06,0.0,306.5,0.0,342.49,36.42,378.91,60.0,831.85,88.65,8.92,-47.21,1.62,8.657248927038626,1.07,0.46,0.71,1.0,1.41,7.685848074921956,10.255879292403748,11.201456815816858,11.734859521331945,13.601768990634755,23.43,14.53,2.29,2.29,6,2016,54.140845070422536,54.140845070422536,38.44
2016-09-30,82.12,8.950000000000003,0.16430681578392073,0.006065937723831867,6.859999999999999,10.850000000000001,12.479999999999997,14.5,71.26999999999998,-28.669999999999995,142.1,275.31,757.62,93.0,1176.84,0.0,270.79,0.0,297.42,36.73,334.15,60.0,841.29,0.5599999999999881,12.17,0.0,1.63,22.066796089385473,1.03,0.4,0.87,1.0,1.15,3.0443975522262092,3.777168178940706,4.253091369487235,4.2908630512766415,5.1218400506435975,22.94,13.67,2.55,2.55,9,2016,0.33041929739355425,54.47126436781609,47.39
2016-12-31,58.19,7.25,0.1300329428989751,0.023026371148247265,3.2699999999999996,8.07,9.840000000000003,14.6,50.120000000000005,-27.370000000000005,97.48,252.73,789.62,97.35,1216.1,0.0,302.45,0.0,329.52,35.99,365.52,54.95,849.04,-23.239999999999995,-21.35,0.0,1.7699999999999996,28.073655172413797,0.94,0.43,0.98,1.0,1.02,2.38305270863836,2.9774890190336754,3.4180087847730602,3.449853587115666,4.054904831625183,23.82,13.49,2.4,2.4,12,2016,1.2838376730002352,55.755102040816325,54.64
2017-03-31,177.23,20.04,0.36,0.0,20.63,24.99,26.83,15.1,152.25,-19.3,69.97,446.58,961.09,96.77,1368.95,0.0,418.77,0.0,455.24,36.28,491.52,54.95,875.86,-48.39,20.91,0.0,1.84,10.485,0.95,0.56,0.36,0.0,0.0,5.84,7.640000000000001,9.16,9.28,10.959999999999999,15.07,11.31,2.11,2.11,3,2017,0.0,55.666666666666664,20.04
2017-06-30,109.22,17.85,0.2967933491686461,0.1,5.27,22.09,24.0,13.6,87.13,-34.17999999999999,167.85,406.98,935.72,95.78,1349.73,0.0,387.07,0.0,427.07,36.16,463.23,60.45,884.96,107.35,-3.960000000000001,-5.5,1.91,11.457214285714285,0.93,0.52,0.63,0.1,0.16,5.295170229612035,6.934600158353128,8.0652414885194,8.31021377672209,9.610451306413301,20.38,13.23,2.19,2.19,6,2017,6.014285714285715,60.142857142857146,37.89
2017-09-30,127.25999999999999,14.5,0.24079022714258444,0.0001254328797753014,11.579999999999998,17.83,19.820000000000007,13.3,109.42000000000002,-31.43,148.66,369.66,915.14,96.88,1331.78,0.0,353.73,0.0,389.92,36.44,426.36,60.45,903.88,-20.950000000000003,1.629999999999999,0.0,1.9900000000000002,13.811087931034482,0.89,0.47,0.87,0.1,0.11,4.350830311128077,5.723611376216835,6.4210727238022525,6.6424890246230195,7.627791563275434,19.85,12.66,2.35,2.35,9,2017,0.0075533661740552205,60.2183908045977,52.39
